ASST	4.3	4.5	3.9	22
SRAD.L	6.3	7.0	4.8	19
VTGN	4.2	4.3	4.1	20
KOP	5.8	6.6	3.9	22
SALIK.AE	6.6		6.6	10
ENTA	4.9	5.9	2.7	21
ARRY	4.7	4.6	5.0	22
DIS	6.4	6.4	6.4	24
KGF.L	5.1	4.8	5.7	19
NB	4.2	4.5	3.4	20
BKT.MC	6.2	6.4	5.7	18
JOBY	4.3	4.5	3.9	21
GMM.DE	5.2		5.2	8
BLBD	6.7	7.3	5.2	23
4902.T	4.5		4.5	9
TMIP.L	3.9		3.9	5
IMXI	5.6	5.9	5.0	23
DNN	4.5	5.5	2.3	22
AVAP.L	6.0	6.1	5.7	17
EVN.ASX	6.5	6.1	7.5	20
KPN.NV	5.5	5.0	6.6	22
IMB.L	5.6	5.4	6.1	19
MYE	6.5	7.0	5.2	23
VCYT	5.7	5.5	6.1	23
8411.T	6.1		6.1	9
ULS	6.5	7.0	5.5	23
GRK.HE	5.9		5.9	10
GNLX	5.0	5.2	4.5	19
INVE-A.ST	6.6		6.6	8
KAR.ASX	6.3	6.2	6.4	20
EXE.PA	4.8		4.8	8
EQV1V.HE	6.4		6.4	10
1339.HK	5.8	6.1	5.2	20
FC	4.7	4.6	4.8	22
CRML	4.4	4.3	4.5	19
BAR.BR	4.5		4.5	8
PPT.ASX	5.4	5.7	4.8	17
DTM	5.9	5.9	5.9	24
ZNTL	4.7	5.7	2.5	20
ALHOP.PA	5.5		5.5	8
COLO-B.CO	6.6		6.6	10
HEI.A	5.6	5.7	5.5	4
DRO.ASX	4.0	3.8	4.5	18
HO.PA	5.8	5.7	6.1	20
AGMH	3.9		3.9	7
SANOMA.HE	5.9		5.9	10
HEIA.NV	5.8	5.5	6.6	19
HURN	7.6	8.4	5.7	23
ALPJT.PA	3.6		3.6	8
1193.HK	4.8	4.8	4.8	19
ASML	6.9	6.8	7.3	24
