GDS.PA	Ramsay Generale de Sante SA	10.95			0%
GEA.PA	Gea Grenobloise Electronique Automatisme SA	74.50			2.55%
GET.PA	Getlink SE	19.35			4.13%
GFC.PA	Gecina	72.00			7.64%
GLE.PA	Societe Generale Group	75.02			2.15%
GLO.PA	GL Events SA	28.60			3.50%
GNFT.PA	Genfit	14.30			0%
GPE.PA	Groupe Pizzorno Environnement SA	62.00			6.05%
GRVO.PA	Graines Voltz SA	17.95			0%
GTT.PA	Gaztransport et Technigaz SA	207.00			4.32%
GUI.PA	Guillemot Corporation SA	4.32			3.01%
HCO.PA	High Co SA	3.70			27.03%
HDF.PA	Hydrogene De France SA	2.83			0%
HO.PA	Thales Group	250.00			1.56%
IAM.PA	Itissalat Al Maghrib Ste SA	9.44			1.44%
ICAD.PA	Icade SA	18.96			3.18%
IDIP.PA	IDI SCA	71.00			4.08%
IDL.PA	ID Logistics SAS	337.50			0%
IMDA.PA	Immobiliere Dassault SA	45.60			4.54%
INEA.PA	Fonciere Inea SA	33.00			2.64%
INF.PA	Infotel SA	41.00			4.88%
IPH.PA	Innate Pharma SA	1.88			0%
IPN.PA	Ipsen SA	166.00			0.96%
IPS.PA	Ipsos SA	39.54			5.06%
ITP.PA	Interparfums SA	27.36			3.65%
IVA.PA	Inventiva SA	4.08			0%
JBOG.PA	Bogart SA	1.99			0%
JCQ.PA	Jacquet Metals SA	20.50			0.98%
KER.PA	Kering SA	247.20			1.21%
KOF.PA	Kaufman & Broad SA	24.95			8.82%
LACR.PA	Lacroix Group SA	17.70			0%
LAT.PA	Latecoere SA	0.01			0%
LBIRD.PA	Lumibird SA	25.80			1.43%
LHYFE.PA	Lhyfe SA	2.13			0%
LI.PA	Klepierre SA	39.14			4.85%
LIN.PA	Linedata Services SA	43.10			2.78%
LNA.PA	LNA Sante SA	33.90			2.80%
LPE.PA	Laurent Perrier SA	83.40			2.52%
LR.PA	Legrand SA	136.50			1.74%
LSS.PA	Lectra SA	22.45			1.56%
LTA.PA	Altamir SCA	23.20			4.57%
MAAT.PA	Maat Pharma SA	3.04			0%
MAU.PA	Etablissements Maurel & Prom SA	7.78			9.13%
MBWS.PA	Marie Brizard Wine and Spirits SA	3.00			0%
MC.PA	LVMH Moet Hennessy Louis Vuitton SA	450.70			2.88%
MDM.PA	Maisons du Monde SA	0.23			0%
MEDCL.PA	Medincell SA	24.58			0%
MEMS.PA	Memscap SA	4.86			1.36%
MERY.PA	Mercialys	11.46			8.73%
MF.PA	Wendel	86.70			5.88%
ML.PA	Compagnie Generale DES Etablissements Michelin SCA	34.79			3.97%
MMB.PA	Lagardere SCA	18.88			3.55%
MMT.PA	Metropole Television SA	12.12			10.31%
MRN.PA	Mersen SA	38.04			2.37%
MTU.PA	Manitou BF SA	21.10			3.55%
NACON.PA	Nacon SAS	0.06			0%
NAE.PA	North Atlantic Energies	78.20			0%
NANO.PA	Nanobiotix SA	35.74			0%
NEX.PA	Nexans SA	140.80			2.06%
