316.HK	1.7	0.0	0.0	1.0	2
3898.HK	5.8	1.0	1.5	1.0	2
3969.HK	3.3	0.0	1.0	1.0	1
6160.HK	8.3	2.0	2.0	1.0	2
3998.HK	5.8	1.5	1.0	1.0	2
6185.HK	6.7	1.0	2.0	1.0	1
6055.HK	5.0	0.0	2.0	1.0	2
6618.HK	7.5	2.0	1.5	1.0	2
7489.HK	6.7	1.0	2.0	1.0	1
6936.HK	5.0	0.0	2.0	1.0	2
670.HK	6.7	1.0	2.0	1.0	1
9658.HK	5.8	1.0	1.5	1.0	1
9863.HK	8.3	2.0	2.0	1.0	2
788.HK	6.7	2.0	1.0	1.0	2
9618.HK	7.5	1.5	2.0	1.0	2
9888.HK	5.0	0.0	2.0	1.0	2
IART	5.0	1.0	1.0	1.0	1
9988.HK	5.0	0.0	2.0	1.0	2
836.HK	3.3	0.0	1.0	1.0	2
IBKR	7.5	2.0	1.5	1.0	2
991.HK	5.8	1.5	1.0	1.0	1
ICFI	5.8	1.5	1.0	1.0	2
ICUI	4.2	0.0	1.5	1.0	2
IDYA	5.8	1.0	1.5	1.0	1
IESC	6.7	2.0	1.0	1.0	1
IMCR	3.3	1.0	0.0	1.0	1
INBX	5.0	1.0	1.0	1.0	1
IMSR	3.3	1.0	0.0	1.0	1
IMMX	3.3	1.0	0.0	1.0	1
INDB	7.5	2.0	1.5	1.0	2
IMVT	5.0	1.0	1.0	1.0	1
INKT	3.3	1.0	0.0	1.0	1
INOD	8.3	2.0	2.0	1.0	2
INTS	6.7	1.0	2.0	1.0	1
INGN	6.7	1.0	2.0	1.0	1
INVA	5.8	1.0	1.5	1.0	1
IONS	6.7	1.0	2.0	1.0	1
INTA	6.7	1.0	2.0	1.0	1
IPAR	4.2	0.5	1.0	1.0	2
IRON	4.2	1.0	0.5	1.0	1
IPX	6.7	1.0	2.0	1.0	1
IRDM	5.0	0.0	2.0	1.0	2
ITG	5.0	0.0	2.0	1.0	2
ITRN	6.7	2.0	1.0	1.0	2
ISPR	6.7	1.0	2.0	1.0	1
JAKK	6.7	1.0	2.0	1.0	1
JBSS	3.3	0.0	1.0	1.0	1
JKHY	3.3	0.0	1.0	1.0	2
JBHT	8.3	2.0	2.0	1.0	2
KTOS	8.3	2.0	2.0	1.0	2
KHC	5.0	1.0	1.0	1.0	1
KNSL	6.7	2.0	1.0	1.0	2
JYNT	8.3	2.0	2.0	1.0	2
KRYS	7.5	2.0	1.5	1.0	2
KYMR	3.3	1.0	0.0	1.0	1
KRRO	5.8	1.0	1.5	1.0	1
KRT	5.0	2.0	0.0	1.0	2
KLRA	4.2	1.0	0.5	1.0	1
KROS	3.3	1.0	0.0	1.0	1
KE	7.5	2.0	1.5	1.0	2
LCID	6.7	1.0	2.0	1.0	1
LEGN	6.7	1.0	2.0	1.0	1
LFMD	6.7	1.0	2.0	1.0	1
LFUS	7.5	2.0	1.5	1.0	2
LIF	5.0	0.0	2.0	1.0	2
LINC	8.3	2.0	2.0	1.0	2
LITE	6.7	1.0	2.0	1.0	1
LKFT	3.3	1.0	0.0	1.0	1
LMB	5.0	0.0	2.0	1.0	2
LOB	8.3	2.0	2.0	1.0	2
LNT	4.2	0.5	1.0	1.0	2
LQDA	6.7	1.0	2.0	1.0	1
LOPE	6.7	1.5	1.5	1.0	2
LULU	2.5	0.0	0.5	1.0	2
LSCC	8.3	2.0	2.0	1.0	2
LWAY	5.0	0.0	2.0	1.0	2
LYFT	8.3	2.0	2.0	1.0	2
ALTR.LS	8.3	2.0	2.0	1.0	2
CTT.LS	3.3	0.0	1.0	1.0	2
MRL.LS	5.8	1.5	1.0	1.0	1
NVG.LS	5.0	0.0	2.0	1.0	2
GALP.LS	5.0	2.0	0.0	1.0	2
RENE.LS	5.0	1.5	0.5	1.0	2
